city,lat,lng,COUNTRY,Signal Strength (dBm),Data Throughput (Mbps),Latency (ms),Network Type,Time (Input 5),QCI (Input 6),Packet Loss Rate (Reliability),Packet Delay Budget (Latency)
Castlebridge,52.38272376,-6.443113381,Ireland,-100.2990567,2.314466918,144.0877001,LTE,4,69,0.01,<300ms
Castlebridge,52.38146581,-6.456739462,Ireland,-81.39441828,2.076208275,177.6473772,3G,4,70,0.01,<300ms
Castlebridge,52.38705092,-6.448056345,Ireland,-88.35953038,95.66432231,44.70166917,5G,5,1,0.01,<300ms
Castlebridge,52.39074631,-6.457103714,Ireland,-88.06199572,2.713888792,165.7525328,LTE,5,2,0.01,<300ms
Castlebridge,52.37638492,-6.443242108,Ireland,-82.40008439,16.48175611,41.05677291,5G,5,3,0.01,<300ms
Watergrasshill,52.04,-8.243,Ireland,-95.4084284,2.085009857,166.9083739,3G,5,4,0.01,<300ms
Watergrasshill,52.04696389,-8.243531298,Ireland,-84.0623761,2.663176135,109.8155797,3G,5,65,0.01,<300ms
Watergrasshill,52.03114393,-8.236454066,Ireland,-92.35681493,1.295594123,174.7107409,LTE,5,66,0.01,<300ms
Watergrasshill,52.0414798,-8.244034487,Ireland,-85.43572208,2.640912975,146.3070217,LTE,5,5,0.01,<300ms
Watergrasshill,52.04767261,-8.250378717,Ireland,-87.41601762,6.824366672,54.72833132,4G,5,6,0.01,<300ms
Watergrasshill,52.04539627,-8.243940918,Ireland,-89.92266221,5.363786727,66.43374878,4G,5,7,0.01,<300ms
Watergrasshill,52.04722625,-8.250389019,Ireland,-93.40541392,9.990200448,75.57804536,4G,5,8,0.01,<300ms
Watergrasshill,52.03136505,-8.240551871,Ireland,-93.44183347,1.843394682,156.2460343,3G,5,9,0.01,<300ms
Watergrasshill,52.03381275,-8.243019369,Ireland,-88.22405111,2.033412163,191.862852,3G,5,69,0.01,<300ms
Watergrasshill,52.0382129,-8.252266302,Ireland,-90.77314581,78.10596521,40.73595287,5G,5,70,0.01,<300ms
Watergrasshill,52.03409027,-8.251507913,Ireland,-81.45537406,5.871924154,84.87948384,4G,6,1,0.01,<300ms
Derrinturn,53.3396,-6.9401,Ireland,-80.01633436,1.941950593,140.3033124,LTE,6,2,0.01,<300ms
Derrinturn,53.33737165,-6.937183954,Ireland,-98.50305579,8.15598108,95.8480226,4G,6,3,0.01,<300ms
Derrinturn,53.34329237,-6.938195414,Ireland,-89.15795177,96.0783814,11.31640159,5G,6,4,0.01,<300ms
Derrinturn,53.34033467,-6.935867918,Ireland,-87.87208866,6.282911291,56.70399093,4G,6,65,0.01,<300ms
Derrinturn,53.33290403,-6.941449858,Ireland,-95.98331077,3.93397904,58.16633113,4G,6,66,0.01,<300ms
Derrinturn,53.34754346,-6.943314481,Ireland,-101.1329906,2.292675658,179.4994361,3G,6,5,0.01,<300ms
Derrinturn,53.34117414,-6.935521631,Ireland,-87.34828944,2.432568834,158.1092503,3G,6,6,0.01,<300ms
Derrinturn,53.3441588,-6.945696284,Ireland,-93.23892309,74.91692313,18.79773749,5G,6,7,0.01,<300ms
Derrinturn,53.33240667,-6.942301201,Ireland,-87.70589292,65.36040474,21.24319754,5G,6,8,0.01,<300ms
Derrinturn,53.33997017,-6.939666512,Ireland,-85.13194273,2.116436766,109.7639135,3G,6,9,0.01,<300ms
Derrinturn,53.3465447,-6.945452686,Ireland,-93.9815267,36.40690966,47.46891948,5G,6,69,0.01,<300ms
Ballivor,53.5328,-6.9648,Ireland,-95.48137956,43.51459041,23.87706161,5G,6,70,0.01,<300ms
Ballivor,53.52551991,-6.961528102,Ireland,-83.02760785,68.58399844,30.55000808,5G,7,1,0.01,<300ms
Ballivor,53.53927397,-6.95896892,Ireland,-94.31005598,52.82845268,43.93269108,5G,7,2,0.01,<300ms
Ballivor,53.53825963,-6.95885316,Ireland,-97.60849384,44.66778999,25.27507978,5G,7,3,0.01,<300ms
Ballivor,53.52959566,-6.964953506,Ireland,-92.85669514,98.03343402,32.0649433,5G,7,4,0.01,<300ms
Ballivor,53.52682034,-6.956187216,Ireland,-104.5510615,23.19214819,25.43847694,5G,7,65,0.01,<300ms
Ballivor,53.53927763,-6.972810487,Ireland,-96.22531353,1.382380714,122.0683418,3G,7,66,0.01,<300ms
Ballivor,53.52636974,-6.974095749,Ireland,-102.7970179,1.580403762,138.8186688,LTE,7,5,0.01,<300ms
Ballivor,53.53645736,-6.97403193,Ireland,-98.31378164,2.315476262,195.1698373,LTE,7,6,0.01,<300ms
Ballivor,53.53422757,-6.960425246,Ireland,-87.42198103,56.72381995,20.60854423,5G,7,7,0.01,<300ms
Ballivor,53.52812829,-6.970223603,Ireland,-89.14390163,96.47008085,34.27603153,5G,7,8,0.01,<300ms
Ballaghaderreen,53.9001,-8.5814,Ireland,-92.01780029,28.04551162,41.60589989,5G,7,9,0.01,<300ms
Ballaghaderreen,53.89554713,-8.584400983,Ireland,-90.6110084,2.791104572,138.3155809,3G,7,69,0.01,<300ms
Ballaghaderreen,53.90689315,-8.582930206,Ireland,-103.8102551,39.20087359,19.50114693,5G,7,70,0.01,<300ms
Ballaghaderreen,53.90749894,-8.582280171,Ireland,-95.60540827,1.611650435,160.8572451,3G,8,1,0.01,<300ms
Ballaghaderreen,53.90962525,-8.588592283,Ireland,-86.97395302,2.23704638,176.7439313,LTE,8,2,0.01,<300ms
Ballaghaderreen,53.89739451,-8.576648024,Ireland,-97.45689804,2.30588477,155.1503082,LTE,8,3,0.01,<300ms
Ballaghaderreen,53.89393838,-8.575970855,Ireland,-83.91258374,3.700912351,77.04245256,4G,8,4,0.01,<300ms
Ballaghaderreen,53.90717786,-8.583096321,Ireland,-101.5709299,90.02682202,38.05617079,5G,8,65,0.01,<300ms
Ballaghaderreen,53.89744385,-8.587873256,Ireland,-98.12139166,1.768653059,116.935785,LTE,8,66,0.01,<300ms
Ballaghaderreen,53.89615912,-8.572189743,Ireland,-87.99027931,2.93218025,175.1153368,3G,8,5,0.01,<300ms
Ballaghaderreen,53.90597818,-8.585614353,Ireland,-94.69742872,1.842480908,185.5165523,LTE,8,6,0.01,<300ms
Cloyne,51.8631,-8.1208,Ireland,-88.29926148,1.30661669,132.0408825,3G,8,7,0.01,<300ms
Cloyne,51.86440258,-8.126805419,Ireland,-83.51189949,7.042437847,85.6162447,4G,8,8,0.01,<300ms
Cloyne,51.86586401,-8.1152515,Ireland,-91.81179368,91.91776427,35.60100193,5G,8,9,0.01,<300ms
Cloyne,51.86556299,-8.126746034,Ireland,-91.86818516,4.870100404,78.74660887,4G,8,69,0.01,<300ms
Cloyne,51.85867147,-8.114817601,Ireland,-95.19579304,83.48702945,26.50384374,5G,8,70,0.01,<300ms
Cloyne,51.86706798,-8.118768105,Ireland,-97.04072261,8.123484503,67.29866131,4G,9,1,0.01,<300ms
Cloyne,51.86775717,-8.119744487,Ireland,-90.19693153,1.99307498,175.7970052,3G,9,2,0.01,<300ms
Cloyne,51.85878961,-8.126309919,Ireland,-87.54608587,36.83565878,18.92823376,5G,9,3,0.01,<300ms
Cloyne,51.85593894,-8.129883383,Ireland,-91.17870672,9.091104583,83.37294758,4G,9,4,0.01,<300ms
Cloyne,51.869716,-8.125469241,Ireland,-87.35510283,2.535645523,123.6947411,LTE,9,65,0.01,<300ms
Cloyne,51.85764041,-8.111645422,Ireland,-104.3343229,2.287326217,150.9470036,LTE,9,66,0.01,<300ms
Collooney,54.183,-8.492,Ireland,-89.67495104,85.42789252,34.53634806,5G,9,5,0.01,<300ms
Collooney,54.18200942,-8.493560188,Ireland,-89.49353555,56.38536743,20.44434963,5G,9,6,0.01,<300ms
Collooney,54.18592146,-8.487836717,Ireland,-94.60061592,37.02490755,35.41733655,5G,9,7,0.01,<300ms
Collooney,54.19168758,-8.491983922,Ireland,-96.2671036,89.30681438,28.54103636,5G,9,8,0.01,<300ms
Collooney,54.19149087,-8.500901328,Ireland,-98.2585372,41.55975453,10.57456099,5G,9,9,0.01,<300ms
Collooney,54.18706359,-8.49259006,Ireland,-89.64107632,4.55776129,83.5333673,4G,9,69,0.01,<300ms
Collooney,54.1881317,-8.498145252,Ireland,-92.73860196,5.396077922,97.57498089,4G,9,70,0.01,<300ms
Collooney,54.1730506,-8.498093725,Ireland,-99.68918158,7.726912386,96.31374117,4G,10,1,0.01,<300ms
Collooney,54.17403533,-8.500241306,Ireland,-87.42432113,2.396243559,185.0354783,LTE,10,2,0.01,<300ms
Collooney,54.17953343,-8.483193744,Ireland,-92.23181226,2.991775814,178.0937262,LTE,10,3,0.01,<300ms
Collooney,54.17383134,-8.498834642,Ireland,-89.26190443,2.024748344,111.0913228,3G,10,4,0.01,<300ms
Newmarket on Fergus,52.7597,-8.8935,Ireland,-90.14336392,96.45015015,49.84509392,5G,10,65,0.01,<300ms
Newmarket on Fergus,52.7597002,-8.883854104,Ireland,-93.69498146,2.687446618,108.5867053,3G,10,66,0.01,<300ms
Newmarket on Fergus,52.75723317,-8.889015152,Ireland,-83.23259995,1.756561385,190.2269583,LTE,10,5,0.01,<300ms
Newmarket on Fergus,52.76798975,-8.884266453,Ireland,-94.61240121,2.474612324,161.1863333,LTE,10,6,0.01,<300ms
Newmarket on Fergus,52.76026562,-8.894794518,Ireland,-84.51152176,2.620578461,193.185078,3G,10,7,0.01,<300ms
Newmarket on Fergus,52.76048521,-8.898277849,Ireland,-89.9193791,6.814985658,55.21369996,4G,10,8,0.01,<300ms
Newmarket on Fergus,52.75036249,-8.901549983,Ireland,-91.76944116,2.520772709,152.1048263,LTE,10,9,0.01,<300ms
Newmarket on Fergus,52.75441026,-8.889432909,Ireland,-85.70614192,35.67911736,15.88620529,5G,10,69,0.01,<300ms
Newmarket on Fergus,52.75533885,-8.899023122,Ireland,-86.4866292,2.934226331,102.3818175,3G,10,70,0.01,<300ms
Newmarket on Fergus,52.758521,-8.88844881,Ireland,-89.55919804,3.887098813,80.59290001,4G,11,1,0.01,<300ms
Newmarket on Fergus,52.76798881,-8.902596788,Ireland,-92.53362358,1.865483651,137.0862327,LTE,11,2,0.01,<300ms
Rathcormack,52.0769,-8.2819,Ireland,-88.8300442,9.894169015,87.98660679,4G,11,3,0.01,<300ms
Rathcormack,52.07528117,-8.27846249,Ireland,-81.95068567,1.259561535,105.1373504,LTE,11,4,0.01,<300ms
Rathcormack,52.06803596,-8.276072792,Ireland,-88.45603676,1.753036702,144.6921292,LTE,11,65,0.01,<300ms
Rathcormack,52.08310011,-8.289043378,Ireland,-93.15853893,27.39391215,15.40744728,5G,11,66,0.01,<300ms
Rathcormack,52.07120111,-8.281118842,Ireland,-96.22777942,59.7179812,24.98470045,5G,11,5,0.01,<300ms
Rathcormack,52.07995484,-8.273419592,Ireland,-90.94745147,16.43927789,40.12837076,5G,11,6,0.01,<300ms
Rathcormack,52.0799524,-8.288315749,Ireland,-87.65676493,4.283640082,77.26460488,4G,11,7,0.01,<300ms
Rathcormack,52.07385909,-8.288404736,Ireland,-96.82065226,2.353123045,182.9877496,3G,11,8,0.01,<300ms
Rathcormack,52.07123449,-8.289931889,Ireland,-87.86795676,46.15640759,49.79832481,5G,11,9,0.01,<300ms
Rathcormack,52.08479881,-8.273533513,Ireland,-92.70538397,1.943975172,164.087889,LTE,11,69,0.01,<300ms
Rathcormack,52.06833092,-8.291454928,Ireland,-89.10414388,1.559837595,198.1001676,LTE,11,70,0.01,<300ms
Kilmallock,52.399,-8.575,Ireland,-89.90876723,9.86180573,94.84189074,4G,12,1,0.01,<300ms
Kilmallock,52.38945869,-8.571688852,Ireland,-90.42366865,2.265813008,150.1779564,3G,12,2,0.01,<300ms
Kilmallock,52.39456466,-8.574633587,Ireland,-88.83178377,8.287695511,75.55250611,4G,12,3,0.01,<300ms
Kilmallock,52.39700371,-8.579155264,Ireland,-89.46780827,1.979335979,161.5053864,LTE,12,4,0.01,<300ms
Kilmallock,52.40721712,-8.578624004,Ireland,-89.08132698,5.435607791,67.58617215,4G,12,65,0.01,<300ms
Kilmallock,52.4030997,-8.582863093,Ireland,-89.30930845,9.277066193,89.76653981,4G,12,66,0.01,<300ms
Kilmallock,52.40562607,-8.573584808,Ireland,-93.46573193,3.440289844,68.3340228,4G,12,5,0.01,<300ms
Kilmallock,52.39102832,-8.56878445,Ireland,-84.83386185,2.398449149,158.9521286,LTE,12,6,0.01,<300ms
Kilmallock,52.39522687,-8.574790736,Ireland,-89.98996076,51.45432633,39.72185579,5G,12,7,0.01,<300ms
Kilmallock,52.39021973,-8.579663273,Ireland,-91.96719227,49.23414143,14.75775698,5G,12,8,0.01,<300ms
Kilmallock,52.40434359,-8.567442753,Ireland,-91.08406565,52.50665583,26.71755014,5G,12,9,0.01,<300ms
Strandhill,54.2719,-8.5933,Ireland,-96.48482991,2.789075723,150.7625395,LTE,12,69,0.01,<300ms
Strandhill,54.27313166,-8.584020338,Ireland,-91.74889832,65.81387017,49.58936609,5G,12,70,0.01,<300ms
Strandhill,54.26228763,-8.588965697,Ireland,-89.27677741,1.395188393,187.1201076,3G,13,1,0.01,<300ms
Strandhill,54.28071323,-8.59403594,Ireland,-93.02239299,2.212033602,134.1406204,LTE,13,2,0.01,<300ms
Strandhill,54.27737018,-8.595237794,Ireland,-101.4265066,80.73080856,48.68275336,5G,13,3,0.01,<300ms
Strandhill,54.26545941,-8.602734228,Ireland,-77.1867699,76.62425034,29.88921096,5G,13,4,0.01,<300ms
Strandhill,54.26966372,-8.599249016,Ireland,-93.66780469,6.371188472,52.5524856,4G,13,65,0.01,<300ms
Strandhill,54.27288514,-8.599020616,Ireland,-90.32513701,12.36987653,18.72110828,5G,13,66,0.01,<300ms
Strandhill,54.28152773,-8.591683213,Ireland,-95.60384231,33.93241115,17.24826727,5G,13,5,0.01,<300ms
Strandhill,54.27084311,-8.592697855,Ireland,-85.88481053,1.546837558,168.4696929,3G,13,6,0.01,<300ms
Strandhill,54.27509989,-8.589334304,Ireland,-93.65457445,37.61565427,20.6099125,5G,13,7,0.01,<300ms
Ballysadare,54.2117,-8.5094,Ireland,-94.42275757,60.98026145,13.88312256,5G,13,8,0.01,<300ms
Ballysadare,54.21926116,-8.517205195,Ireland,-85.16257236,8.1233127,77.85842633,4G,13,9,0.01,<300ms
Ballysadare,54.21012553,-8.51809574,Ireland,-94.4730757,1.252766613,170.0164221,LTE,13,69,0.01,<300ms
Ballysadare,54.21289304,-8.507303647,Ireland,-98.58219948,1.101258506,158.7636515,3G,13,70,0.01,<300ms
Ballysadare,54.20603728,-8.503269943,Ireland,-93.37231725,1.76477412,117.2335298,3G,14,1,0.01,<300ms
Ballysadare,54.20766811,-8.510403436,Ireland,-93.54845675,21.95547911,17.90636557,5G,14,2,0.01,<300ms
Ballysadare,54.21708364,-8.507123791,Ireland,-86.83331525,2.583594856,197.0293432,3G,14,3,0.01,<300ms
Ballysadare,54.22022557,-8.505825886,Ireland,-88.90507218,2.740686791,163.764073,LTE,14,4,0.01,<300ms
Ballysadare,54.2082608,-8.51796075,Ireland,-97.39196614,78.80066256,12.91206056,5G,14,65,0.01,<300ms
Ballysadare,54.22045872,-8.505755728,Ireland,-83.89138745,2.583196931,132.2069361,LTE,14,66,0.01,<300ms
Ballysadare,54.21894777,-8.50066504,Ireland,-90.43858811,2.19633003,151.3109597,LTE,14,5,0.01,<300ms
Dunmore East,52.155,-6.996,Ireland,-94.01703204,7.876255331,53.02928876,4G,14,6,0.01,<300ms
Dunmore East,52.15129748,-7.003776585,Ireland,-93.01214341,1.413533345,118.2501018,LTE,14,7,0.01,<300ms
Dunmore East,52.15261357,-6.999583358,Ireland,-87.32014549,8.629534766,54.93701693,4G,14,8,0.01,<300ms
Dunmore East,52.15525788,-6.998989933,Ireland,-93.93057663,2.40872194,127.9611011,LTE,14,9,0.01,<300ms
Dunmore East,52.16384695,-7.003970366,Ireland,-84.28167984,7.57310232,99.59207658,4G,14,69,0.01,<300ms
Dunmore East,52.16184732,-6.98801554,Ireland,-90.45529051,6.19488428,74.67747451,4G,14,70,0.01,<300ms
Dunmore East,52.14778001,-7.002795218,Ireland,-93.43904254,1.12426237,171.186465,LTE,15,1,0.01,<300ms
Dunmore East,52.14505467,-6.986309007,Ireland,-94.06364031,1.092022715,189.0832516,LTE,15,2,0.01,<300ms
Dunmore East,52.14880684,-6.996294942,Ireland,-88.24108551,8.684652261,80.49295303,4G,15,3,0.01,<300ms
Dunmore East,52.16260989,-6.990322544,Ireland,-91.25140526,2.446708259,173.9612481,LTE,15,4,0.01,<300ms
Dunmore East,52.16070496,-6.987025787,Ireland,-88.66620178,1.240286454,134.6088724,3G,15,65,0.01,<300ms
Baile Uí Mhatháin,53.5667,-7.7667,Ireland,-88.13493713,2.278560204,151.440116,LTE,15,66,0.01,<300ms
Baile Uí Mhatháin,53.57559071,-7.761142866,Ireland,-89.09779809,7.438822425,95.76862244,4G,15,5,0.01,<300ms
Baile Uí Mhatháin,53.56770099,-7.760863016,Ireland,-84.65241244,9.384278157,89.50218085,4G,15,6,0.01,<300ms
Baile Uí Mhatháin,53.56624637,-7.769915896,Ireland,-94.06692437,27.64905872,29.21134156,5G,15,7,0.01,<300ms
Baile Uí Mhatháin,53.56894735,-7.772061059,Ireland,-89.05159587,9.671741214,74.57131674,4G,15,8,0.01,<300ms
Baile Uí Mhatháin,53.55702295,-7.757144315,Ireland,-87.55330352,3.229139486,55.81678612,4G,15,9,0.01,<300ms
Baile Uí Mhatháin,53.55702056,-7.759218961,Ireland,-92.02755435,9.514944868,54.32060261,4G,15,69,0.01,<300ms
Baile Uí Mhatháin,53.57131722,-7.775338858,Ireland,-85.79638603,20.96767344,37.1329985,5G,15,70,0.01,<300ms
Baile Uí Mhatháin,53.56072168,-7.763610336,Ireland,-97.78324708,94.85497289,24.9316264,5G,16,1,0.01,<300ms
Baile Uí Mhatháin,53.55831262,-7.767347781,Ireland,-91.99641396,61.23483885,41.19480632,5G,16,2,0.01,<300ms
Baile Uí Mhatháin,53.55847204,-7.775901516,Ireland,-85.99192247,2.32532043,107.3846503,3G,16,3,0.01,<300ms
Ballymote,54.0896,-8.5167,Ireland,-94.51887221,66.97270183,32.88919931,5G,16,4,0.01,<300ms
Ballymote,54.09425657,-8.525788608,Ireland,-94.2090825,7.567226747,98.9942031,4G,16,65,0.01,<300ms
Ballymote,54.08761863,-8.512133729,Ireland,-83.85514528,8.755874055,72.81282902,4G,16,66,0.01,<300ms
Ballymote,54.09014853,-8.509991669,Ireland,-93.90922701,2.494818924,160.6020844,3G,16,5,0.01,<300ms
Ballymote,54.08682913,-8.512137963,Ireland,-88.90737982,80.78160208,31.07340371,5G,16,6,0.01,<300ms
Ballymote,54.08679598,-8.52052638,Ireland,-87.07609825,9.626890041,94.82066184,4G,16,7,0.01,<300ms
Ballymote,54.084815,-8.510944205,Ireland,-86.92983854,1.956143809,160.8888885,LTE,16,8,0.01,<300ms
Ballymote,54.08393307,-8.520849831,Ireland,-105.6742858,38.604422,14.95408341,5G,16,9,0.01,<300ms
Ballymote,54.09522115,-8.522907548,Ireland,-94.07115445,32.13997014,14.27474639,5G,16,69,0.01,<300ms
Ballymote,54.09394746,-8.506700901,Ireland,-93.90377497,12.70447326,13.03501439,5G,16,70,0.01,<300ms
Ballymote,54.09343803,-8.515324496,Ireland,-96.57437034,7.268016219,53.47856321,4G,17,1,0.01,<300ms
Portumna,53.0892,-8.2189,Ireland,-86.68379252,2.948863594,193.4071826,LTE,17,2,0.01,<300ms
Portumna,53.09679117,-8.22277763,Ireland,-91.72204826,1.482863718,136.975917,3G,17,3,0.01,<300ms
Portumna,53.09098583,-8.21278227,Ireland,-84.85472395,2.119836033,129.299618,LTE,17,4,0.01,<300ms
Portumna,53.09616949,-8.222332178,Ireland,-93.70695736,2.552555382,182.3830819,LTE,17,65,0.01,<300ms
Portumna,53.09046045,-8.209196563,Ireland,-86.21434886,1.582311087,122.0718108,3G,17,66,0.01,<300ms
Portumna,53.09908156,-8.212091114,Ireland,-93.30240093,95.4339144,24.94438726,5G,17,5,0.01,<300ms
Portumna,53.09864132,-8.228120416,Ireland,-83.14390181,2.53717201,163.8572231,3G,17,6,0.01,<300ms
Portumna,53.09488754,-8.228298539,Ireland,-79.16209446,1.284709413,140.7406098,3G,17,7,0.01,<300ms
Portumna,53.08045898,-8.226510546,Ireland,-92.36523344,70.11177438,29.13879907,5G,17,8,0.01,<300ms
Portumna,53.08882267,-8.216027587,Ireland,-86.47407921,1.810283772,178.24233,3G,17,9,0.01,<300ms
Portumna,53.08371363,-8.221083786,Ireland,-88.27581147,3.559676888,75.13539521,4G,17,69,0.01,<300ms
Dingle,52.1399,-10.2715,Ireland,-96.90949552,2.212938816,139.6502225,3G,17,70,0.01,<300ms
Dingle,52.14084465,-10.26795103,Ireland,-90.80377099,91.44703168,29.35212515,5G,18,1,0.01,<300ms
Dingle,52.14544819,-10.27147041,Ireland,-91.22888179,58.01980699,11.03317279,5G,18,2,0.01,<300ms
Dingle,52.13775345,-10.2775155,Ireland,-82.13964611,2.350545181,128.3147407,3G,18,3,0.01,<300ms
Dingle,52.14305916,-10.26427745,Ireland,-87.55417468,1.553086819,146.7556187,3G,18,4,0.01,<300ms
Dingle,52.1423524,-10.27210564,Ireland,-89.24817732,1.041153482,161.5927255,3G,18,65,0.01,<300ms
Dingle,52.1353196,-10.27805149,Ireland,-89.3446472,1.549852894,103.9793623,LTE,18,66,0.01,<300ms
Dingle,52.13689898,-10.28073589,Ireland,-85.33949944,78.73094244,39.0655388,5G,18,5,0.01,<300ms
Dingle,52.13624368,-10.26851748,Ireland,-85.36165348,2.627466981,142.3674576,3G,18,6,0.01,<300ms
Dingle,52.14738806,-10.27170467,Ireland,-92.61040019,2.869332675,152.6742714,LTE,18,7,0.01,<300ms
Dingle,52.14395155,-10.27478532,Ireland,-101.4780898,67.97568987,24.28374014,5G,18,8,0.01,<300ms
Dunmanway,51.7208,-9.1128,Ireland,-83.02632492,32.78761106,32.55137184,5G,18,9,0.01,<300ms
Dunmanway,51.71309863,-9.104769809,Ireland,-91.63422042,24.58513577,14.10097229,5G,18,69,0.01,<300ms
Dunmanway,51.73066719,-9.106987377,Ireland,-106.7578094,1.037257065,120.9136617,LTE,18,70,0.01,<300ms
Dunmanway,51.71316717,-9.105676857,Ireland,-101.3413904,9.104027393,69.62763002,4G,19,1,0.01,<300ms
Dunmanway,51.71655052,-9.115009428,Ireland,-96.73210922,56.10212023,26.51138253,5G,19,2,0.01,<300ms
Dunmanway,51.72373647,-9.10446675,Ireland,-81.10066507,3.473869635,74.99857431,4G,19,3,0.01,<300ms
Dunmanway,51.72837139,-9.104061675,Ireland,-98.14667342,9.032823799,91.54102424,4G,19,4,0.01,<300ms
Dunmanway,51.73048681,-9.1034789,Ireland,-91.78091531,2.629896839,162.5642622,3G,19,65,0.01,<300ms
Dunmanway,51.71816339,-9.112126843,Ireland,-92.5878978,2.276120763,164.0134924,3G,19,66,0.01,<300ms
Dunmanway,51.72666628,-9.11563929,Ireland,-92.07875428,1.141805874,160.5698252,3G,19,5,0.01,<300ms
Dunmanway,51.72971474,-9.10676819,Ireland,-82.06189434,1.677017011,133.3735304,LTE,19,6,0.01,<300ms
Claregalway,53.3386,-8.9454,Ireland,-82.664167,7.503416157,94.26317868,4G,19,7,0.01,<300ms
Claregalway,53.33337702,-8.944896544,Ireland,-83.62296723,2.709055586,162.03356,LTE,19,8,0.01,<300ms
Claregalway,53.33382491,-8.938445406,Ireland,-91.30103182,2.630144987,120.168996,LTE,19,9,0.01,<300ms
Claregalway,53.33965976,-8.948064873,Ireland,-83.63425787,1.672785998,107.0936179,LTE,19,69,0.01,<300ms
Claregalway,53.33132101,-8.944638978,Ireland,-90.30185991,30.78775212,40.92202867,5G,19,70,0.01,<300ms
Claregalway,53.33400877,-8.941302159,Ireland,-86.60203758,2.503577662,148.0024892,3G,20,1,0.01,<300ms
Claregalway,53.34688859,-8.938457594,Ireland,-86.04347937,2.911445256,161.9826595,3G,20,2,0.01,<300ms
Claregalway,53.34174335,-8.944045638,Ireland,-100.3202795,1.165234862,138.3968618,3G,20,3,0.01,<300ms
Claregalway,53.34844037,-8.954200431,Ireland,-78.80604914,1.314926821,118.0932728,3G,20,4,0.01,<300ms
Claregalway,53.34850245,-8.941766468,Ireland,-88.34718653,1.074692556,117.4106204,3G,20,65,0.01,<300ms
Claregalway,53.34501263,-8.935600791,Ireland,-86.95760007,3.370122192,81.24570181,4G,20,66,0.01,<300ms
Ballybunnion,52.51,-9.672,Ireland,-80.38366813,19.13069845,45.81513892,5G,20,5,0.01,<300ms
Ballybunnion,52.51083451,-9.679644016,Ireland,-78.68826712,3.065208498,99.75555791,4G,20,6,0.01,<300ms
Ballybunnion,52.51243427,-9.66285634,Ireland,-90.79041341,2.259100733,135.1991062,3G,20,7,0.01,<300ms
Ballybunnion,52.5119677,-9.680363916,Ireland,-98.31671318,9.931880878,92.33135539,4G,20,8,0.01,<300ms
Ballybunnion,52.50444374,-9.662678502,Ireland,-83.71143747,85.69195963,15.86177346,5G,20,9,0.01,<300ms
Ballybunnion,52.50289459,-9.668810676,Ireland,-86.31122709,1.14025109,119.7326577,3G,20,69,0.01,<300ms
Ballybunnion,52.51008119,-9.670696665,Ireland,-85.23682117,1.645450486,139.1477184,LTE,20,70,0.01,<300ms
Ballybunnion,52.51989543,-9.673389739,Ireland,-93.6072211,9.616451539,93.07215999,4G,21,1,0.01,<300ms
Ballybunnion,52.50875337,-9.669244393,Ireland,-94.01553132,14.75639898,49.77353314,5G,21,2,0.01,<300ms
Ballybunnion,52.50803697,-9.677244437,Ireland,-85.07963178,4.935144715,59.41869238,4G,21,3,0.01,<300ms
Ballybunnion,52.50964194,-9.669612961,Ireland,-96.1630129,2.725757756,135.2532576,3G,21,4,0.01,<300ms
Lifford,54.834,-7.486,Ireland,-105.1459281,73.97911769,38.96111102,5G,21,65,0.01,<300ms
Lifford,54.824585,-7.476013242,Ireland,-91.63177499,4.868025396,84.181647,4G,21,66,0.01,<300ms
Lifford,54.83941917,-7.479145922,Ireland,-81.51475229,6.833093674,72.89698197,4G,21,5,0.01,<300ms
Lifford,54.82885163,-7.47755362,Ireland,-94.51526529,80.36772207,16.4173679,5G,21,6,0.01,<300ms
Lifford,54.84346053,-7.490508667,Ireland,-90.95326718,1.252846511,100.6575608,3G,21,7,0.01,<300ms
Lifford,54.84027389,-7.487439192,Ireland,-93.15644878,5.835277314,64.71664823,4G,21,8,0.01,<300ms
Lifford,54.82475563,-7.479014509,Ireland,-89.90115734,86.16008766,47.38513625,5G,21,9,0.01,<300ms
Lifford,54.82477335,-7.489259688,Ireland,-85.77015751,2.073045043,105.3195476,3G,21,69,0.01,<300ms
Lifford,54.83480621,-7.491930944,Ireland,-91.23097618,2.470945626,159.6751647,LTE,21,70,0.01,<300ms
Lifford,54.83899439,-7.482962213,Ireland,-92.04591271,33.13736565,31.96663929,5G,22,1,0.01,<300ms
Lifford,54.83185315,-7.486368287,Ireland,-90.09530808,26.2042114,25.5358682,5G,22,2,0.01,<300ms
Castlemartyr,51.9167,-8.05,Ireland,-92.2108236,81.12550023,28.27140814,5G,22,3,0.01,<300ms
Castlemartyr,51.92233937,-8.047871466,Ireland,-95.98078626,12.9066397,14.07157246,5G,22,4,0.01,<300ms
Castlemartyr,51.91377826,-8.042622833,Ireland,-98.18205591,27.74921652,41.76827515,5G,22,65,0.01,<300ms
Castlemartyr,51.92234948,-8.053306488,Ireland,-90.21626533,2.032378012,179.0707792,3G,22,66,0.01,<300ms
Castlemartyr,51.9210995,-8.057957106,Ireland,-93.1652149,13.0957373,13.30292414,5G,22,5,0.01,<300ms
Castlemartyr,51.92054354,-8.049483135,Ireland,-99.42605167,1.742097532,174.9346514,LTE,22,6,0.01,<300ms
